IMU,0,-0.000003,-0.000000,0.000000,0.004464,0.009708,-0.003170,1511126307161009152.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006598,0.009286,-0.001560,1511126307179202304.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006598,0.009286,-0.001560,1511126307180686336.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006898,0.009172,-0.003283,1511126307185047296.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006273,0.009282,-0.000618,1511126307187808000.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006273,0.009282,-0.000618,1511126307189316864.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006273,0.009282,-0.000618,1511126307198644480.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006375,0.008434,0.000123,1511126307203207936.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006375,0.008434,0.000123,1511126307204722432.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005538,0.007896,-0.002638,1511126307207590400.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005538,0.007896,-0.002638,1511126307209113344.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005514,0.009810,0.000226,1511126307215432704.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.008614,0.008647,0.002044,1511126307218116096.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005101,0.008537,-0.002851,1511126307230756608.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005101,0.008537,-0.002851,1511126307232162560.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.010323,0.008969,-0.000492,1511126307236378112.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.010323,0.008969,-0.000492,1511126307237688576.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.005863,0.008533,-0.003702,1511126307242336000.000000,
IMU,0,-0.000003,-0.000000,0.000000,0.006792,0.010234,0.001068,1511126307245104384.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.006792,0.010234,0.001068,1511126307249522176.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.006048,0.008439,-0.003373,1511126307252337408.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.006796,0.009181,0.001634,1511126307257774592.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.006796,0.009181,0.001634,1511126307259227392.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009572,0.007686,0.000129,1511126307261805056.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009572,0.007686,0.000129,1511126307265359872.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.007125,0.009601,0.001512,1511126307279217152.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.004574,0.007479,-0.003045,1511126307283508736.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.004574,0.007479,-0.003045,1511126307284865792.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.006940,0.009073,0.002166,1511126307287554816.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.008195,0.008326,-0.001040,1511126307290092032.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.007845,0.009075,0.001291,1511126307296337664.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.007845,0.009075,0.001291,1511126307299290368.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.008523,0.008000,-0.001245,1511126307306900992.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.007874,0.009813,0.002150,1511126307310107648.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.007874,0.009813,0.002150,1511126307314317568.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009476,0.010453,0.001631,1511126307320266240.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.008951,0.008011,-0.002508,1511126307322979584.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.008951,0.008011,-0.002508,1511126307325729536.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009572,0.010240,0.002576,1511126307328398592.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009548,0.008218,-0.002228,1511126307331118848.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.005425,0.008757,-0.002510,1511126307336694272.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.005425,0.008757,-0.002510,1511126307337999872.000000,
IMU,1,-0.000003,-0.000000,0.000000,0.009741,0.009105,0.001495,1511126307340893440.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007969,0.007686,-0.003174,1511126307449082624.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007969,0.007686,-0.003174,1511126307453862912.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007343,0.010985,0.003117,1511126307468125440.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007343,0.010985,0.003117,1511126307474784000.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.008392,0.007686,-0.001162,1511126307477624064.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.008392,0.007686,-0.001162,1511126307479277824.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007008,0.009819,0.002901,1511126307496368128.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.007008,0.009819,0.002901,1511126307499542272.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.004262,0.010020,-0.001478,1511126307502455296.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.004262,0.010020,-0.001478,1511126307505629696.000000,
IMU,3,-0.000003,-0.000000,0.000000,0.008740,0.010984,0.002365,1511126307508489984.000000,
