x,y,z,
5.17025e-15,-5.37686e-10,0.0078125,
5.17025e-15,-5.37686e-10,0.0078125,
4.74586e-14,-2.15426e-10,0.0078125,
4.74586e-14,-2.15426e-10,0.0078125,
6.98123e-14,-4.37676e-10,0.0078125,
6.98123e-14,-4.37676e-10,0.0078125,
4.91779e-14,-4.37088e-10,0.0078125,
4.91779e-14,-4.37088e-10,0.0078125,
3.44932e-14,-8.08424e-10,0.0078125,
3.44932e-14,-8.08424e-10,0.0078125,
2.57718e-14,-2.8454e-09,0.0078125,
2.57718e-14,-2.8454e-09,0.0078125,
2.46265e-14,-3.08632e-09,0.0078125,
2.46265e-14,-3.08632e-09,0.0078125,
2.58674e-14,-3.24486e-09,0.0078125,
2.58674e-14,-3.24486e-09,0.0078125,
2.50343e-14,-3.21195e-09,0.0078125,
2.50343e-14,-3.21195e-09,0.0078125,
2.51894e-14,-3.1705e-09,0.0078125,
2.51894e-14,-3.1705e-09,0.0078125,
2.44385e-14,-3.16637e-09,0.0078125,
2.44385e-14,-3.16637e-09,0.0078125,
2.48679e-14,-3.20079e-09,0.0078125,
2.48679e-14,-3.20079e-09,0.0078125,
2.4876e-14,-3.23006e-09,0.0078125,
2.4876e-14,-3.23006e-09,0.0078125,
2.48383e-14,-3.24065e-09,0.0078125,
2.48383e-14,-3.24065e-09,0.0078125,
2.46904e-14,-3.24588e-09,0.0078125,
2.46904e-14,-3.24588e-09,0.0078125,
2.56823e-14,-3.27973e-09,0.0078125,
2.56823e-14,-3.27973e-09,0.0078125,
2.41645e-14,-3.25705e-09,0.0078125,
2.41645e-14,-3.25705e-09,0.0078125,
2.49329e-14,-3.26375e-09,0.0078125,
2.49329e-14,-3.26375e-09,0.0078125,
2.31365e-14,-3.21668e-09,0.0078125,
2.31365e-14,-3.21668e-09,0.0078125,
2.37147e-14,-3.22988e-09,0.0078125,
2.37147e-14,-3.22988e-09,0.0078125,
2.3862e-14,-3.24308e-09,0.0078125,
2.3862e-14,-3.24308e-09,0.0078125,
2.36559e-14,-3.23382e-09,0.0078125,
2.36559e-14,-3.23382e-09,0.0078125,
2.42959e-14,-3.26757e-09,0.0078125,
2.42959e-14,-3.26757e-09,0.0078125,
2.35042e-14,-3.27772e-09,0.0078125,
2.35042e-14,-3.27772e-09,0.0078125,
2.32837e-14,-3.11488e-09,0.0078125,
2.32837e-14,-3.11488e-09,0.0078125,
2.32595e-14,-3.0875e-09,0.0078125,
2.32595e-14,-3.0875e-09,0.0078125,
2.16626e-14,-3.01571e-09,0.0078125,
2.16626e-14,-3.01571e-09,0.0078125,
2.14184e-14,-2.98384e-09,0.0078125,
2.14184e-14,-2.98384e-09,0.0078125,
2.13481e-14,-2.98184e-09,0.0078125,
2.13481e-14,-2.98184e-09,0.0078125,
2.10598e-14,-2.92438e-09,0.0078125,
2.10598e-14,-2.92438e-09,0.0078125,
2.10233e-14,-2.90119e-09,0.0078125,
2.10233e-14,-2.90119e-09,0.0078125,
2.15656e-14,-2.91763e-09,0.0078125,
2.15656e-14,-2.91763e-09,0.0078125,
2.1465e-14,-2.88302e-09,0.0078125,
2.1465e-14,-2.88302e-09,0.0078125,
2.1218e-14,-2.87993e-09,0.0078125,
2.1218e-14,-2.87993e-09,0.0078125,
2.08335e-14,-2.85429e-09,0.0078125,
2.08335e-14,-2.85429e-09,0.0078125,
