Frame,0,1511458539609182976.000000,
Frame,1,1511458539727171840.000000,
Frame,2,1511458539857015552.000000,
Frame,3,1511458539987547648.000000,
Frame,4,1511458540119549696.000000,
Frame,5,1511458540250758912.000000,
Frame,6,1511458540381570560.000000,
Frame,7,1511458540513294336.000000,
Frame,8,1511458540643885056.000000,
Frame,9,1511458540774909184.000000,
Frame,10,1511458540905703936.000000,
Frame,11,1511458541037938688.000000,
Frame,12,1511458541168521728.000000,
Frame,13,1511458541299186176.000000,
Frame,14,1511458541430309120.000000,
Frame,15,1511458541561258240.000000,
Frame,16,1511458541692149504.000000,
Frame,17,1511458541822921728.000000,
Frame,18,1511458541954193664.000000,
Frame,19,1511458542085347072.000000,
Frame,20,1511458542216343808.000000,
Frame,21,1511458542350322688.000000,
Frame,22,1511458542481012480.000000,
Frame,23,1511458542611870976.000000,
Frame,24,1511458542742324736.000000,
Frame,25,1511458542873143296.000000,
Frame,26,1511458543003140352.000000,
Frame,27,1511458543136019200.000000,
Frame,28,1511458543270731264.000000,
Frame,29,1511458543413589248.000000,
Frame,30,1511458543544316160.000000,
Frame,31,1511458543675451136.000000,
Frame,32,1511458543805883648.000000,
Frame,33,1511458543936039680.000000,
Frame,34,1511458544066687232.000000,
Frame,35,1511458544197106688.000000,
Frame,36,1511458544328176128.000000,
Frame,37,1511458544468333568.000000,
Frame,38,1511458544606910208.000000,
Frame,39,1511458544749074176.000000,
Frame,40,1511458544887772928.000000,
Frame,41,1511458545027350272.000000,
Frame,42,1511458545167719680.000000,
Frame,43,1511458545305540096.000000,
Frame,44,1511458545447369472.000000,
Frame,45,1511458545591299840.000000,
Frame,46,1511458545729097472.000000,
Frame,47,1511458545871327232.000000,
Frame,48,1511458546009163520.000000,
Frame,49,1511458546139711232.000000,
Frame,50,1511458546270419968.000000,
Frame,51,1511458546400788224.000000,
Frame,52,1511458546531074560.000000,
Frame,53,1511458546661964800.000000,
Frame,54,1511458546792829184.000000,
Frame,55,1511458546929662976.000000,
Frame,56,1511458547075943680.000000,
Frame,57,1511458547213863424.000000,
Frame,58,1511458547352374016.000000,
Frame,59,1511458547496425728.000000,
Frame,60,1511458547635320064.000000,
Frame,61,1511458547775660800.000000,
Frame,62,1511458547906033664.000000,
Frame,63,1511458548036276992.000000,
Frame,64,1511458548166204416.000000,
Frame,65,1511458548296525056.000000,
Frame,66,1511458548437707776.000000,
Frame,67,1511458548573698304.000000,
Frame,68,1511458548715728896.000000,
Frame,69,1511458548846278144.000000,
Frame,70,1511458548976465664.000000,
Frame,71,1511458549109862144.000000,
Frame,72,1511458549240058624.000000,
Frame,73,1511458549370615808.000000,
Frame,74,1511458549501064704.000000,
Frame,75,1511458549634492672.000000,
Frame,76,1511458549764879104.000000,
Frame,77,1511458549895454208.000000,
Frame,78,1511458550026315008.000000,
Frame,79,1511458550161120512.000000,
Frame,80,1511458550291472384.000000,
Frame,81,1511458550422102528.000000,
Frame,82,1511458550553164288.000000,
Frame,83,1511458550683815680.000000,
Frame,84,1511458550814533632.000000,
Frame,85,1511458550945211648.000000,
Frame,86,1511458551075713024.000000,
Frame,87,1511458551206419200.000000,
Frame,88,1511458551336915456.000000,
Frame,89,1511458551467171840.000000,
Frame,90,1511458551597999104.000000,
Frame,91,1511458551728268288.000000,
Frame,92,1511458551859337984.000000,
Frame,93,1511458551990295552.000000,
Frame,94,1511458552121353472.000000,
Frame,95,1511458552259628288.000000,
Frame,96,1511458552390782976.000000,
Frame,97,1511458552522003712.000000,
Frame,98,1511458552653199360.000000,
Frame,99,1511458552784095232.000000,
Frame,100,1511458552914763776.000000,
Frame,101,1511458553045657088.000000,
Frame,102,1511458553181917184.000000,
Frame,103,1511458553312832000.000000,
Frame,104,1511458553454073856.000000,
Frame,105,1511458553585370624.000000,
Frame,106,1511458553716334592.000000,
Frame,107,1511458553846372864.000000,
Frame,108,1511458553977020416.000000,
Frame,109,1511458554109868800.000000,
Frame,110,1511458554243635456.000000,
Frame,111,1511458554373402880.000000,
Frame,112,1511458554503621632.000000,
Frame,113,1511458554636335360.000000,
Frame,114,1511458554768570368.000000,
Frame,115,1511458554898761216.000000,
Frame,116,1511458555028451584.000000,
Frame,117,1511458555158654976.000000,
Frame,118,1511458555289129728.000000,
Frame,119,1511458555419676160.000000,
Frame,120,1511458555550457344.000000,
Frame,121,1511458555680745216.000000,
Frame,122,1511458555811096576.000000,
Frame,123,1511458555941070592.000000,
Frame,124,1511458556071442944.000000,
Frame,125,1511458556201776896.000000,
Frame,126,1511458556332150784.000000,
Frame,127,1511458556466316800.000000,
Frame,128,1511458556596786432.000000,
Frame,129,1511458556727331072.000000,
Frame,130,1511458556857881856.000000,
Frame,131,1511458556989638400.000000,
Frame,132,1511458557120519424.000000,
Frame,133,1511458557251576064.000000,
Frame,134,1511458557382670080.000000,
Frame,135,1511458557512828928.000000,
Frame,136,1511458557643127552.000000,
Frame,137,1511458557773112320.000000,
Frame,138,1511458557907980032.000000,
Frame,139,1511458558037621504.000000,
Frame,140,1511458558167981312.000000,
Frame,141,1511458558298546944.000000,
Frame,142,1511458558429286912.000000,
Frame,143,1511458558559591168.000000,
Frame,144,1511458558690208768.000000,
Frame,145,1511458558820606720.000000,
Frame,146,1511458558951498240.000000,
Frame,147,1511458559082657792.000000,
Frame,148,1511458559213194752.000000,
Frame,149,1511458559345603584.000000,
Frame,150,1511458559476008192.000000,
Frame,151,1511458559606352128.000000,
Frame,152,1511458559736652032.000000,
Frame,153,1511458559867598848.000000,
Frame,154,1511458560000710656.000000,
Frame,155,1511458560131132928.000000,
Frame,156,1511458560261635328.000000,
Frame,157,1511458560392097280.000000,
Frame,158,1511458560522802944.000000,
Frame,159,1511458560653943808.000000,
Frame,160,1511458560784200448.000000,
Frame,161,1511458560914761472.000000,
Frame,162,1511458561045307648.000000,
Frame,163,1511458561175457280.000000,
Frame,164,1511458561305959680.000000,
Frame,165,1511458561436105728.000000,
Frame,166,1511458561569223424.000000,
Frame,167,1511458561700090368.000000,
Frame,168,1511458561830673152.000000,
Frame,169,1511458561962191360.000000,
Frame,170,1511458562102681344.000000,
Frame,171,1511458562232644096.000000,
Frame,172,1511458562362842112.000000,
Frame,173,1511458562493292288.000000,
Frame,174,1511458562623535360.000000,
Frame,175,1511458562754057728.000000,
Frame,176,1511458562884584960.000000,
Frame,177,1511458563015206144.000000,
Frame,178,1511458563145573888.000000,
Frame,179,1511458563275675648.000000,
Frame,180,1511458563405639168.000000,
Frame,181,1511458563548038912.000000,
Frame,182,1511458563678811648.000000,
Frame,183,1511458563809178112.000000,
Frame,184,1511458563939374592.000000,
Frame,185,1511458564069658112.000000,
Frame,186,1511458564200918016.000000,
Frame,187,1511458564338891264.000000,
Frame,188,1511458564477418496.000000,
Frame,189,1511458564618856448.000000,
Frame,190,1511458564756760576.000000,
Frame,191,1511458564887296512.000000,
Frame,192,1511458565018153728.000000,
Frame,193,1511458565148192512.000000,
Frame,194,1511458565278747904.000000,
Frame,195,1511458565409163008.000000,
Frame,196,1511458565540110848.000000,
Frame,197,1511458565671337472.000000,
Frame,198,1511458565803614976.000000,
Frame,199,1511458565933825792.000000,
Frame,200,1511458566064588800.000000,
Frame,201,1511458566195138560.000000,
Frame,202,1511458566325441536.000000,
Frame,203,1511458566455952896.000000,
Frame,204,1511458566586541824.000000,
Frame,205,1511458566717334784.000000,
Frame,206,1511458566847813888.000000,
Frame,207,1511458566978648064.000000,
Frame,208,1511458567108888832.000000,
Frame,209,1511458567240019200.000000,
Frame,210,1511458567370403840.000000,
Frame,211,1511458567501384704.000000,
Frame,212,1511458567631794176.000000,
Frame,213,1511458567762252544.000000,
Frame,214,1511458567892862208.000000,
Frame,215,1511458568023632896.000000,
Frame,216,1511458568154295040.000000,
Frame,217,1511458568285103360.000000,
Frame,218,1511458568416016384.000000,
Frame,219,1511458568556462080.000000,
Frame,220,1511458568687365120.000000,
Frame,221,1511458568818802688.000000,
Frame,222,1511458568950129920.000000,
Frame,223,1511458569080606464.000000,
Frame,224,1511458569213698560.000000,
Frame,225,1511458569344163584.000000,
Frame,226,1511458569474936576.000000,
Frame,227,1511458569605081856.000000,
Frame,228,1511458569735450112.000000,
Frame,229,1511458569866105600.000000,
Frame,230,1511458569996766976.000000,
Frame,231,1511458570127373312.000000,
Frame,232,1511458570258127872.000000,
Frame,233,1511458570388404992.000000,
Frame,234,1511458570521489408.000000,
Frame,235,1511458570654947840.000000,
Frame,236,1511458570785629440.000000,
Frame,237,1511458570920076800.000000,
Frame,238,1511458571050927872.000000,
Frame,239,1511458571181712128.000000,
Frame,240,1511458571312810496.000000,
Frame,241,1511458571449601280.000000,
Frame,242,1511458571580035840.000000,
Frame,243,1511458571710916096.000000,
Frame,244,1511458571841468416.000000,
Frame,245,1511458571971989248.000000,
Frame,246,1511458572102175232.000000,
Frame,247,1511458572232451072.000000,
Frame,248,1511458572363030272.000000,
Frame,249,1511458572494545152.000000,
Frame,250,1511458572625407232.000000,
Frame,251,1511458572757573632.000000,
Frame,252,1511458572890565632.000000,
Frame,253,1511458573021384448.000000,
Frame,254,1511458573153249024.000000,
Frame,255,1511458573283904256.000000,
Frame,256,1511458573414511616.000000,
Frame,257,1511458573698356992.000000,
Frame,258,1511458573829480704.000000,
Frame,259,1511458573961822976.000000,
Frame,260,1511458574092745216.000000,
Frame,261,1511458574225193472.000000,
Frame,262,1511458574358145280.000000,
Frame,263,1511458574488921856.000000,
Frame,264,1511458574620704256.000000,
Frame,265,1511458574754596096.000000,
Frame,266,1511458574885673472.000000,
Frame,267,1511458575016612096.000000,
Frame,268,1511458575148924416.000000,
Frame,269,1511458575279176192.000000,
Frame,270,1511458575410264576.000000,
Frame,271,1511458575540899584.000000,
Frame,272,1511458575671689984.000000,
Frame,273,1511458575802480896.000000,
Frame,274,1511458575935777536.000000,
Frame,275,1511458576068147200.000000,
Frame,276,1511458576200749056.000000,
Frame,277,1511458576331663872.000000,
Frame,278,1511458576462386944.000000,
Frame,279,1511458576592981248.000000,
Frame,280,1511458576723631872.000000,
Frame,281,1511458576854488320.000000,
Frame,282,1511458576985553920.000000,
Frame,283,1511458577115786752.000000,
Frame,284,1511458577255896320.000000,
Frame,285,1511458577386816256.000000,
Frame,286,1511458577518086656.000000,
Frame,287,1511458577649083392.000000,
Frame,288,1511458577779728640.000000,
Frame,289,1511458577914368256.000000,
Frame,290,1511458578044595456.000000,
Frame,291,1511458578174979840.000000,
Frame,292,1511458578305654272.000000,
Frame,293,1511458578439477248.000000,
Frame,294,1511458578570437120.000000,
Frame,295,1511458578701039872.000000,
Frame,296,1511458578831230208.000000,
Frame,297,1511458578961995264.000000,
Frame,298,1511458579092433664.000000,
Frame,299,1511458579222971648.000000,
Frame,300,1511458579353747968.000000,
Frame,301,1511458579489920768.000000,
Frame,302,1511458579620825600.000000,
Frame,303,1511458579752012544.000000,
Frame,304,1511458579883132416.000000,
Frame,305,1511458580013583872.000000,
Frame,306,1511458580144434176.000000,
Frame,307,1511458580275134720.000000,
Frame,308,1511458580405692928.000000,
Frame,309,1511458580536670208.000000,
Frame,310,1511458580667805184.000000,
Frame,311,1511458580798310656.000000,
Frame,312,1511458580929272576.000000,
Frame,313,1511458581060407040.000000,
Frame,314,1511458581191662336.000000,
Frame,315,1511458581321996544.000000,
Frame,316,1511458581452935936.000000,
Frame,317,1511458581584188416.000000,
Frame,318,1511458581715359744.000000,
Frame,319,1511458581845692672.000000,
Frame,320,1511458581976119552.000000,
Frame,321,1511458582106643200.000000,
Frame,322,1511458582237338368.000000,
Frame,323,1511458582368677120.000000,
Frame,324,1511458582499650560.000000,
Frame,325,1511458582631186176.000000,
Frame,326,1511458582761558272.000000,
Frame,327,1511458582892313088.000000,
Frame,328,1511458583022408960.000000,
Frame,329,1511458583152613632.000000,
Frame,330,1511458583283125248.000000,
Frame,331,1511458583414019840.000000,
Frame,332,1511458583554541312.000000,
Frame,333,1511458583688011776.000000,
Frame,334,1511458583818361600.000000,
Frame,335,1511458583948721408.000000,
Frame,336,1511458584078604288.000000,
Frame,337,1511458584209107200.000000,
Frame,338,1511458584340171264.000000,
Frame,339,1511458584470769920.000000,
Frame,340,1511458584601480192.000000,
Frame,341,1511458584731734784.000000,
Frame,342,1511458584861722624.000000,
Frame,343,1511458584991617536.000000,
Frame,344,1511458585122018304.000000,
Frame,345,1511458585251875840.000000,
