x,y,z,scaled_x,scaled_y,scaled_z
4.51419e-11,1.07749e-15,0.0078125,
7.72106e-10,2.19353e-15,0.0078125,
7.72106e-10,2.19353e-15,0.0078125,
1.13245e-09,8.78741e-15,0.0078125,
1.13245e-09,8.78741e-15,0.0078125,
8.26273e-10,1.36016e-27,0.0078125,
8.26273e-10,1.36016e-27,0.0078125,
7.39494e-10,-5.00429e-14,0.0078125,
7.39494e-10,-5.00429e-14,0.0078125,
2.1451e-10,-4.93198e-12,0.0078125,
2.1451e-10,-4.93198e-12,0.0078125,
3.52191e-10,-3.65449e-10,0.0078125,
3.52191e-10,-3.65449e-10,0.0078125,
1.90162e-10,-5.41981e-09,0.0078125,
1.90162e-10,-5.41981e-09,0.0078125,
2.5535e-10,-2.35991e-08,0.0078125,
2.5535e-10,-2.35991e-08,0.0078125,
6.66422e-10,-7.17735e-08,0.0078125,
6.66422e-10,-7.17735e-08,0.0078125,
2.5225e-10,-2.64732e-07,0.0078125,
2.5225e-10,-2.64732e-07,0.0078125,
6.72439e-10,-6.76902e-07,0.0078125,
6.72439e-10,-6.76902e-07,0.0078125,
5.1826e-10,-2.29338e-06,0.0078125,
5.1826e-10,-2.29338e-06,0.0078125,
9.12292e-10,-5.96963e-06,0.0078125,
9.12292e-10,-5.96963e-06,0.0078125,
8.46283e-10,-1.48069e-05,0.0078125,
8.46283e-10,-1.48069e-05,0.0078125,
5.20248e-10,-3.20996e-05,0.0078125,
5.20248e-10,-3.20996e-05,0.0078125,
6.62001e-10,-4.68388e-05,0.0078125,
6.62001e-10,-4.68388e-05,0.0078125,
1.00168e-09,-6.46215e-05,0.0078125,
1.00168e-09,-6.46215e-05,0.0078125,
1.46487e-09,-0.000102472,0.0078125,
1.46487e-09,-0.000102472,0.0078125,
3.32549e-09,-0.000151594,0.0078125,
3.32549e-09,-0.000151594,0.0078125,
2.755e-09,-0.00024614,0.0078125,
2.755e-09,-0.00024614,0.0078125,
2.10502e-09,-0.000345262,0.0078125,
2.10502e-09,-0.000345262,0.0078125,
2.95451e-09,-0.000434446,0.0078125,
2.95451e-09,-0.000434446,0.0078125,
4.0025e-09,-0.000723408,0.0078125,
4.0025e-09,-0.000723408,0.0078125,
3.38294e-09,-0.00138439,0.0078125,
